customerID,gender,SeniorCitizen,Partner,Dependents,MonthlyCharges,TotalCharges,Contract,PaperlessBilling,Churn
7590-4534-02173,Female,0,Yes,No,102.89,1221.23,One year,No,No
7590-3433-02174,Male,1,No,No,69.22,4235.62,Month-to-month,Yes,Yes
7590-6513-02175,Female,0,No,No,117.05,3149.54,Month-to-month,No,Yes
7590-3752-02176,Male,0,Yes,Yes,98.21,3800.43,Month-to-month,Yes,No
7590-2841-02177,Female,0,No,No,26.11,1584.25,One year,No,No
7590-1822-02178,Male,0,No,No,61.85,4778.14,Month-to-month,No,No
7590-8577-02179,Female,0,No,No,22.0,2867.43,Month-to-month,No,No
7590-5501-02180,Male,0,Yes,No,69.41,5043.36,Month-to-month,No,Yes
7590-5265-02181,Male,0,Yes,No,115.63,4147.29,Month-to-month,Yes,No
7590-5908-02182,Male,1,No,No,108.14,7933.47,Month-to-month,Yes,No
7590-1777-02183,Female,1,No,Yes,53.25,7250.67,Month-to-month,Yes,Yes
7590-3403-02184,Female,0,Yes,Yes,88.2,1147.6,Month-to-month,Yes,No
7590-6722-02185,Male,0,No,No,61.32,3174.48,Month-to-month,No,No
7590-2266-02186,Female,0,No,No,88.75,6394.71,Two year,No,No
7590-8806-02187,Female,0,No,No,55.23,6136.89,One year,No,No
7590-6598-02188,Female,1,Yes,No,51.12,3638.24,One year,Yes,No
7590-2036-02189,Male,0,Yes,No,32.33,5254.63,One year,No,No
7590-3667-02190,Male,0,No,No,73.67,6262.82,Two year,Yes,No
7590-9513-02191,Male,1,Yes,Yes,18.38,1713.81,Month-to-month,Yes,No
7590-7858-02192,Female,0,No,Yes,114.42,6726.44,Month-to-month,Yes,Yes
7590-8990-02193,Female,0,No,No,59.05,4467.31,Two year,No,No
7590-1897-02194,Female,0,No,No,118.87,4437.89,Month-to-month,Yes,No
7590-3315-02195,Male,0,No,No,33.83,3057.0,Month-to-month,No,No
7590-5551-02196,Female,0,Yes,No,48.17,7477.33,One year,Yes,No
7590-8458-02197,Male,1,No,No,73.37,3109.95,Month-to-month,Yes,Yes
7590-9766-02198,Male,0,No,No,81.31,3126.94,Two year,Yes,No
7590-3735-02199,Male,1,Yes,No,32.9,462.6,Month-to-month,Yes,Yes
7590-4596-02200,Female,0,Yes,Yes,34.24,6369.77,One year,Yes,No
7590-1665-02201,Male,0,No,No,37.91,5424.25,Month-to-month,No,No
7590-3303-02202,Female,0,Yes,No,100.98,5453.77,Month-to-month,Yes,No
7590-1429-02203,Female,1,No,No,52.49,1092.83,Month-to-month,No,Yes
7590-8241-02204,Male,0,No,No,40.16,1633.65,Month-to-month,No,No
7590-6815-02205,Male,0,No,No,49.49,3152.22,One year,Yes,No
7590-8313-02206,Female,0,No,No,92.91,1041.93,One year,Yes,No
7590-4235-02207,Female,0,Yes,No,47.2,1362.7,Month-to-month,Yes,Yes
7590-3431-02208,Female,0,Yes,No,97.57,7899.1,Two year,Yes,No
7590-2637-02209,Male,0,No,No,35.94,2957.14,One year,Yes,No
7590-2815-02210,Male,0,Yes,No,67.03,5275.46,Two year,Yes,No
7590-4009-02211,Female,0,No,No,84.56,5139.82,Two year,No,No
7590-1991-02212,Female,0,Yes,No,59.67,6612.42,Month-to-month,No,No
7590-7654-02213,Female,0,No,No,64.52,5649.73,Month-to-month,Yes,No
7590-6791-02214,Female,0,No,No,25.26,1110.94,Two year,No,No
7590-8482-02215,Male,0,No,Yes,94.15,2069.35,Month-to-month,No,Yes
7590-2889-02216,Female,0,No,No,82.12,5150.54,Month-to-month,Yes,No
7590-7977-02217,Female,0,No,Yes,95.15,5870.46,Month-to-month,No,No
7590-5810-02218,Female,0,No,No,116.2,3579.52,Two year,Yes,No
7590-9524-02219,Male,0,Yes,No,96.3,5280.4,One year,No,No
7590-7303-02220,Female,0,No,No,73.28,689.23,Month-to-month,Yes,Yes
7590-6680-02221,Male,0,Yes,No,88.69,85.07,Month-to-month,Yes,No
7590-5007-02222,Female,0,Yes,No,51.65,130.22,Month-to-month,No,No
7590-8074-02223,Male,1,Yes,No,42.83,4751.13,One year,Yes,No
7590-6472-02224,Male,0,No,No,67.63,45.6,One year,Yes,No
7590-4886-02225,Male,1,Yes,No,75.17,757.22,Month-to-month,Yes,Yes
7590-9005-02226,Male,0,No,No,40.1,6239.9,Two year,No,No
7590-9551-02227,Male,0,No,No,28.7,2315.22,Month-to-month,Yes,No
7590-3642-02228,Male,0,Yes,No,25.22,3159.24,Two year,No,No
7590-2069-02229,Female,0,Yes,No,94.34,2424.9,One year,No,No
7590-1010-02230,Male,0,Yes,Yes,90.28,6771.22,One year,No,No
7590-1271-02231,Female,0,No,No,41.91,6631.88,Two year,No,No
7590-7629-02232,Female,0,No,No,29.87,5512.8,Month-to-month,No,No
7590-4711-02233,Male,0,Yes,No,26.13,1981.27,Month-to-month,Yes,Yes
7590-1180-02234,Male,0,No,No,109.0,4021.83,Month-to-month,No,Yes
7590-4371-02235,Female,0,No,No,78.69,7379.15,Month-to-month,Yes,Yes
7590-3745-02236,Female,0,Yes,Yes,45.97,6605.48,Month-to-month,No,Yes
7590-2747-02237,Male,1,No,No,117.82,7896.44,Two year,Yes,No
7590-3025-02238,Male,0,Yes,No,105.11,4727.79,Month-to-month,No,No
7590-5048-02239,Male,0,Yes,No,59.65,720.62,Month-to-month,Yes,Yes
7590-4275-02240,Female,0,Yes,No,40.21,5668.52,Month-to-month,No,No
7590-2827-02241,Female,0,No,Yes,53.4,7544.82,Month-to-month,No,Yes
7590-2679-02242,Male,0,Yes,No,72.11,4483.39,Two year,No,No
7590-7811-02243,Male,0,Yes,No,91.42,7511.7,One year,No,No
7590-6999-02244,Female,0,No,No,78.22,1650.56,Two year,Yes,No
7590-9290-02245,Female,0,Yes,No,99.93,1360.38,Month-to-month,No,No
7590-6412-02246,Male,0,Yes,Yes,19.13,919.45,Month-to-month,Yes,Yes
7590-3810-02247,Male,1,Yes,No,31.54,6601.23,Month-to-month,Yes,Yes
7590-3778-02248,Female,1,Yes,Yes,104.61,2289.41,Month-to-month,No,Yes
7590-7167-02249,Male,0,No,Yes,118.97,6002.03,Month-to-month,No,Yes
7590-5065-02250,Male,0,Yes,Yes,112.32,6029.14,Two year,No,No
7590-7019-02251,Male,0,Yes,Yes,78.4,5709.45,One year,Yes,No
7590-5643-02252,Female,0,No,Yes,73.57,5673.86,Month-to-month,Yes,Yes
7590-8116-02253,Female,0,Yes,Yes,109.34,2881.08,Two year,No,No
7590-2243-02254,Female,0,No,Yes,96.17,596.0,One year,No,No
7590-7541-02255,Female,0,Yes,No,29.07,5049.92,Month-to-month,No,No
7590-4221-02256,Female,0,Yes,No,110.4,470.98,One year,Yes,No
7590-3670-02257,Male,0,Yes,No,25.99,522.7,Two year,No,No
7590-1625-02258,Female,0,Yes,No,66.95,1217.39,Month-to-month,No,Yes
7590-6242-02259,Male,0,Yes,No,23.73,5452.71,One year,No,No
7590-3128-02260,Male,0,Yes,Yes,91.81,884.66,Two year,Yes,No
7590-4676-02261,Male,0,No,Yes,28.05,5009.26,Two year,Yes,No
7590-8839-02262,Female,0,Yes,No,77.89,4917.12,Month-to-month,No,Yes
7590-7261-02263,Female,0,Yes,Yes,96.65,1436.15,Month-to-month,Yes,Yes
7590-2497-02264,Male,0,No,Yes,109.64,5040.08,Two year,Yes,No
7590-2546-02265,Female,0,No,Yes,40.08,6666.85,One year,No,No
7590-8620-02266,Male,0,Yes,Yes,75.12,5186.48,Month-to-month,Yes,No
7590-2253-02267,Female,1,No,Yes,90.98,4694.36,One year,Yes,No
7590-9734-02268,Female,0,No,Yes,100.24,952.87,Month-to-month,Yes,Yes
7590-5241-02269,Female,0,No,No,49.47,1053.71,One year,Yes,No
7590-9004-02270,Male,0,No,Yes,95.28,1968.43,Month-to-month,No,Yes
7590-2619-02271,Male,1,Yes,No,91.5,1944.01,One year,Yes,No
7590-1372-02272,Female,1,No,No,111.89,1701.79,Month-to-month,No,Yes
7590-7691-02273,Male,0,No,No,106.77,6092.67,Two year,No,No
7590-4288-02274,Male,0,Yes,No,47.27,7245.94,Month-to-month,Yes,No
7590-3511-02275,Female,0,Yes,No,66.95,3822.79,One year,No,No
7590-3717-02276,Male,0,No,Yes,44.8,2999.98,Two year,No,No
7590-1396-02277,Male,0,No,Yes,90.89,742.86,One year,Yes,No
7590-1945-02278,Female,0,Yes,No,84.29,4926.89,Two year,No,No
7590-7106-02279,Female,0,Yes,Yes,18.64,2634.67,Month-to-month,No,No
7590-9655-02280,Female,0,No,No,116.6,5120.06,Month-to-month,No,Yes
7590-4740-02281,Male,0,Yes,No,33.15,3073.92,Month-to-month,No,No
7590-3178-02282,Female,0,No,No,90.09,5651.11,One year,No,No
7590-1466-02283,Male,1,Yes,Yes,41.3,2098.92,Month-to-month,Yes,Yes
7590-8607-02284,Male,0,Yes,No,95.94,5206.04,Month-to-month,Yes,Yes
7590-4379-02285,Male,0,Yes,Yes,25.02,5052.47,Month-to-month,Yes,No
7590-1572-02286,Female,0,No,Yes,70.98,1845.38,Month-to-month,No,Yes
7590-6539-02287,Male,0,Yes,No,24.8,1943.23,Month-to-month,No,Yes
7590-9303-02288,Male,0,Yes,No,29.05,3921.8,Month-to-month,Yes,No
7590-5056-02289,Female,0,No,No,58.87,3727.05,Month-to-month,Yes,No
7590-8532-02290,Male,0,No,No,64.71,1087.87,Two year,Yes,No
7590-8491-02291,Female,0,No,No,30.97,7963.31,One year,Yes,No
7590-8172-02292,Female,0,No,No,93.31,3043.13,Month-to-month,Yes,Yes
7590-9088-02293,Male,0,No,No,70.14,384.49,Two year,No,No
7590-7472-02294,Female,0,No,No,60.73,7035.53,One year,Yes,No
7590-9306-02295,Male,1,No,No,23.74,3091.94,Month-to-month,No,Yes
7590-3884-02296,Female,0,No,No,18.7,123.09,Month-to-month,No,No
7590-2222-02297,Female,0,Yes,No,102.23,7393.95,One year,Yes,No
7590-7042-02298,Female,0,Yes,No,23.06,5232.85,Month-to-month,No,No
7590-9692-02299,Female,0,No,No,111.03,676.35,Month-to-month,Yes,Yes
7590-1215-02300,Male,0,No,No,115.76,5275.48,Month-to-month,No,Yes
7590-2425-02301,Male,0,Yes,No,119.78,5515.73,Month-to-month,Yes,No
7590-8176-02302,Female,0,Yes,Yes,53.21,3448.32,Month-to-month,No,Yes
7590-2737-02303,Male,0,Yes,No,65.72,1535.52,One year,No,No
7590-9759-02304,Female,0,No,No,85.19,1282.27,Two year,No,No
7590-1494-02305,Female,0,No,No,37.2,6991.16,Month-to-month,No,No
7590-4138-02306,Male,0,No,No,58.54,2579.59,Month-to-month,No,Yes
7590-8997-02307,Male,0,Yes,No,20.28,7634.7,Two year,Yes,No
7590-6514-02308,Female,0,No,No,62.15,49.13,Two year,Yes,No
7590-3419-02309,Male,0,Yes,No,95.98,3976.48,Month-to-month,Yes,Yes
7590-2226-02310,Female,0,Yes,Yes,105.38,7841.4,One year,Yes,No
7590-1989-02311,Female,0,No,Yes,48.85,5993.88,Two year,Yes,No
7590-7500-02312,Female,0,No,No,72.8,176.29,Month-to-month,Yes,Yes
7590-3996-02313,Female,0,Yes,Yes,110.08,7092.94,Month-to-month,No,Yes
7590-2846-02314,Female,0,Yes,No,99.7,3610.39,Month-to-month,No,Yes
7590-5026-02315,Male,0,Yes,Yes,73.25,6838.43,Month-to-month,No,No
7590-8789-02316,Male,0,No,No,18.54,462.84,Month-to-month,No,Yes
7590-4812-02317,Female,0,No,No,59.75,4752.43,Two year,No,No
7590-5341-02318,Female,0,Yes,No,51.08,2793.27,Month-to-month,No,Yes
7590-4496-02319,Male,0,No,Yes,30.3,413.09,Month-to-month,No,Yes
7590-9067-02320,Male,0,No,No,32.88,6149.4,Month-to-month,Yes,Yes
7590-8133-02321,Female,0,No,No,96.31,2107.3,One year,No,No
7590-8951-02322,Female,0,Yes,No,29.06,5297.2,One year,No,No
7590-8441-02323,Male,0,No,No,50.85,2631.41,One year,Yes,No
7590-9070-02324,Female,0,No,No,90.57,7400.09,Two year,Yes,No
7590-2706-02325,Male,1,No,Yes,107.86,468.7,Month-to-month,Yes,Yes
7590-7017-02326,Female,0,No,No,90.58,4252.75,One year,Yes,No
7590-5586-02327,Female,1,No,No,73.99,7227.64,One year,Yes,No
7590-6050-02328,Female,0,Yes,No,105.3,6946.81,Month-to-month,Yes,Yes
7590-2783-02329,Female,1,No,Yes,112.98,7206.37,One year,Yes,No
7590-6834-02330,Female,0,No,Yes,117.34,150.45,Two year,Yes,No
7590-9532-02331,Female,0,No,Yes,109.99,7332.0,Month-to-month,Yes,No
7590-2780-02332,Male,0,Yes,Yes,49.85,7188.84,Month-to-month,Yes,No
7590-6283-02333,Female,0,No,No,78.35,6358.48,Two year,No,No
7590-4971-02334,Female,0,No,Yes,56.88,2117.79,One year,Yes,No
7590-7051-02335,Female,0,Yes,Yes,42.89,3035.31,Month-to-month,Yes,No
7590-3867-02336,Male,0,Yes,No,81.49,1418.01,Month-to-month,No,No
7590-8221-02337,Female,0,Yes,Yes,79.98,760.65,One year,Yes,No
7590-1118-02338,Female,0,No,No,98.65,3391.68,One year,No,No
7590-8033-02339,Male,0,No,No,64.24,3579.12,Month-to-month,Yes,No
7590-2070-02340,Female,0,No,No,108.81,5734.09,Month-to-month,Yes,Yes
7590-9944-02341,Male,0,No,No,38.41,4988.37,Two year,No,No
7590-3284-02342,Male,0,No,No,49.07,3010.07,Month-to-month,No,No
7590-2819-02343,Male,0,No,No,102.6,1779.24,One year,No,No
7590-9093-02344,Female,1,No,No,116.36,1388.79,One year,Yes,No
7590-6107-02345,Male,1,No,Yes,35.75,7021.99,Month-to-month,Yes,Yes
7590-2986-02346,Male,0,No,Yes,119.04,5829.79,Two year,Yes,No
7590-5706-02347,Female,0,Yes,Yes,26.91,7747.41,Month-to-month,Yes,No
7590-6041-02348,Male,0,Yes,No,119.92,6308.27,Two year,No,No
7590-8064-02349,Female,1,No,Yes,72.45,7078.63,Month-to-month,Yes,Yes
7590-1209-02350,Male,0,Yes,No,62.68,2399.97,Month-to-month,No,No
7590-9147-02351,Male,0,Yes,No,108.57,5864.23,Month-to-month,No,No
7590-1554-02352,Male,1,No,No,25.31,1400.68,One year,Yes,No
7590-3688-02353,Male,0,No,No,46.54,2348.5,Month-to-month,Yes,No
7590-1907-02354,Male,0,Yes,No,99.99,7429.41,One year,Yes,No
7590-9015-02355,Female,0,No,No,20.57,101.54,Month-to-month,Yes,Yes
7590-7003-02356,Male,0,No,No,41.29,6815.13,Month-to-month,Yes,No
7590-9759-02357,Male,1,Yes,No,73.22,4443.73,Month-to-month,No,Yes
7590-1902-02358,Female,0,Yes,No,52.63,6416.81,Month-to-month,Yes,No
7590-6673-02359,Female,0,No,No,84.93,72.44,Month-to-month,Yes,Yes
7590-9012-02360,Male,0,No,No,40.71,2701.39,Two year,Yes,No
7590-1638-02361,Male,1,No,Yes,29.96,4419.26,Month-to-month,No,Yes
7590-3608-02362,Male,0,Yes,No,83.57,7594.96,Month-to-month,Yes,No
7590-2469-02363,Female,0,No,No,53.11,1900.44,Month-to-month,No,No
7590-8429-02364,Female,0,No,No,37.23,6529.51,One year,No,No
7590-3486-02365,Female,1,Yes,Yes,58.01,3911.37,Month-to-month,No,Yes
7590-9478-02366,Female,0,Yes,No,48.55,638.52,Month-to-month,Yes,Yes
7590-7997-02367,Female,0,Yes,No,59.59,6215.47,Two year,No,No
7590-2967-02368,Male,0,Yes,Yes,45.73,7716.1,Two year,No,No
7590-7683-02369,Male,0,No,Yes,92.15,2424.85,Month-to-month,No,Yes
7590-6132-02370,Female,0,Yes,Yes,82.33,115.34,Two year,No,No
7590-3119-02371,Male,0,No,No,50.56,4199.66,Month-to-month,No,No
7590-9382-02372,Female,0,No,No,57.12,7915.51,Two year,No,No
7590-5250-02373,Female,0,No,No,22.78,2757.34,Month-to-month,No,No
7590-7827-02374,Male,0,No,No,80.34,7706.13,Month-to-month,No,No
7590-2998-02375,Female,0,No,Yes,53.44,3570.13,Two year,No,No
7590-2942-02376,Female,0,Yes,No,28.62,6520.93,Month-to-month,No,No
7590-6901-02377,Female,0,Yes,No,111.96,2377.97,Month-to-month,No,Yes
7590-1304-02378,Female,0,Yes,No,68.15,4575.67,Month-to-month,No,No
7590-7657-02379,Female,0,Yes,Yes,25.29,365.73,Month-to-month,No,No
7590-7333-02380,Female,1,Yes,Yes,112.45,5410.54,Month-to-month,Yes,Yes
7590-5361-02381,Male,0,No,Yes,53.96,7574.37,Two year,Yes,No
7590-7361-02382,Male,0,No,No,34.56,1689.4,Month-to-month,Yes,Yes
7590-5107-02383,Male,0,Yes,No,102.24,7300.45,Month-to-month,Yes,No
7590-2294-02384,Male,1,Yes,Yes,98.72,4105.2,Two year,Yes,No
7590-5781-02385,Female,1,Yes,No,20.55,2473.03,Month-to-month,Yes,Yes
7590-6642-02386,Male,0,Yes,No,76.99,592.25,Month-to-month,Yes,No
7590-4479-02387,Male,0,No,No,48.76,6451.79,Month-to-month,No,Yes
7590-1944-02388,Female,0,No,No,22.84,1310.76,Month-to-month,Yes,Yes
7590-9201-02389,Male,0,No,Yes,39.54,3919.6,One year,Yes,No
7590-1712-02390,Female,0,No,Yes,63.58,2124.97,Month-to-month,No,Yes
7590-1760-02391,Male,1,Yes,No,39.55,6496.98,Month-to-month,Yes,Yes
7590-6970-02392,Female,0,Yes,No,119.39,2097.31,One year,Yes,No
7590-1870-02393,Female,0,Yes,Yes,97.76,4336.92,Month-to-month,No,No
7590-4924-02394,Female,0,Yes,No,110.8,1862.84,One year,Yes,No
7590-9129-02395,Male,0,No,No,22.78,546.43,Month-to-month,Yes,Yes
7590-5316-02396,Female,0,Yes,No,41.21,6029.04,Month-to-month,No,No
7590-5912-02397,Female,0,Yes,Yes,52.6,417.07,Month-to-month,Yes,Yes
7590-5225-02398,Female,0,Yes,No,105.7,7359.65,Two year,No,No
7590-3885-02399,Male,0,No,No,118.86,2073.33,Month-to-month,No,Yes
7590-8258-02400,Male,0,Yes,No,89.29,5971.06,Two year,No,No
7590-8873-02401,Female,0,No,No,87.54,948.74,One year,Yes,No
7590-1068-02402,Male,0,No,Yes,43.2,6025.83,Two year,No,No
7590-7083-02403,Male,0,No,Yes,60.88,6315.34,Month-to-month,No,Yes
7590-8432-02404,Female,0,No,Yes,38.79,589.09,Two year,Yes,No
7590-2111-02405,Male,0,No,No,108.87,5092.81,Two year,No,No
7590-8829-02406,Male,1,No,No,93.24,5086.55,Month-to-month,No,Yes
7590-2939-02407,Male,0,No,No,55.78,2865.61,Month-to-month,No,No
7590-3844-02408,Male,0,No,No,70.74,4207.11,One year,Yes,No
7590-1610-02409,Female,0,No,Yes,21.1,6301.67,Month-to-month,No,No
7590-3730-02410,Male,0,Yes,No,109.15,2049.76,Month-to-month,Yes,No
7590-5709-02411,Male,1,Yes,No,90.26,7331.62,Two year,No,No
7590-5904-02412,Male,0,Yes,No,71.0,7411.72,Month-to-month,No,No
7590-9864-02413,Male,0,Yes,No,18.58,383.75,Month-to-month,No,Yes
7590-9337-02414,Female,0,Yes,No,22.85,2201.2,Month-to-month,Yes,Yes
7590-9717-02415,Female,0,Yes,No,32.12,6452.92,Month-to-month,No,No
7590-9101-02416,Male,0,Yes,No,35.47,4759.26,Month-to-month,Yes,Yes
7590-6489-02417,Male,1,Yes,No,52.83,6023.15,Two year,No,No
7590-5503-02418,Female,0,No,No,86.96,6806.67,Month-to-month,Yes,Yes
7590-3557-02419,Male,0,No,No,61.64,5272.73,Month-to-month,Yes,Yes
7590-8318-02420,Male,0,Yes,No,44.43,7944.19,Month-to-month,No,No
7590-4387-02421,Female,0,No,No,40.34,310.61,Month-to-month,Yes,No
7590-2431-02422,Female,0,No,No,98.4,6771.42,Month-to-month,No,Yes
7590-4407-02423,Male,0,No,No,83.55,2859.24,Two year,Yes,No
7590-4878-02424,Female,0,Yes,No,25.43,36.2,Month-to-month,Yes,Yes
7590-5373-02425,Female,0,No,No,67.9,106.37,One year,No,No
7590-5157-02426,Male,0,Yes,No,89.21,1082.03,Month-to-month,Yes,Yes
7590-9505-02427,Male,0,No,No,26.57,7457.22,Month-to-month,Yes,No
7590-7625-02428,Female,1,No,No,82.13,686.66,Two year,Yes,Yes
7590-3830-02429,Female,0,No,Yes,21.15,3047.87,Month-to-month,Yes,No
7590-5535-02430,Male,1,Yes,No,33.23,2381.03,Two year,Yes,No
7590-7202-02431,Female,0,No,No,95.82,6729.45,Month-to-month,No,Yes
7590-1572-02432,Female,0,Yes,No,48.41,6971.02,Two year,Yes,No
7590-8637-02433,Female,0,No,No,47.69,7451.46,Month-to-month,No,No
7590-9792-02434,Female,1,Yes,No,100.04,7396.47,Month-to-month,No,No
7590-7808-02435,Female,0,No,No,71.04,4837.2,One year,No,No
7590-8240-02436,Female,0,Yes,Yes,68.68,7484.06,Two year,No,No
7590-4521-02437,Female,0,No,Yes,115.01,6286.34,Month-to-month,No,Yes
7590-1937-02438,Female,0,Yes,No,91.82,6530.26,One year,No,No
7590-1267-02439,Male,0,No,No,94.52,1384.27,One year,Yes,No
7590-9448-02440,Male,0,Yes,Yes,65.45,2020.45,Month-to-month,No,Yes
7590-1770-02441,Female,0,No,No,54.66,5100.24,Month-to-month,No,No
7590-7858-02442,Male,0,Yes,No,104.0,4036.46,Month-to-month,Yes,Yes
7590-3753-02443,Male,0,Yes,Yes,88.41,4715.12,Month-to-month,Yes,No
7590-5409-02444,Male,0,No,Yes,117.04,5446.26,Month-to-month,Yes,No
7590-6449-02445,Female,0,No,No,84.26,404.47,Month-to-month,No,Yes
7590-8323-02446,Female,0,No,Yes,96.44,2073.76,One year,Yes,No
7590-6892-02447,Female,0,Yes,Yes,96.05,6151.78,Two year,Yes,No
7590-3639-02448,Female,1,Yes,Yes,113.51,808.35,Month-to-month,Yes,Yes
7590-1970-02449,Female,0,No,No,27.41,3986.71,Two year,Yes,No
7590-3527-02450,Female,1,No,No,86.69,4766.18,Two year,No,No
7590-5231-02451,Female,0,Yes,No,28.7,6578.64,One year,No,No
7590-4595-02452,Female,1,No,Yes,117.59,6333.48,Two year,Yes,No
7590-6633-02453,Male,0,Yes,No,103.6,7390.17,Two year,Yes,No
7590-9074-02454,Female,0,Yes,No,119.22,3917.53,Month-to-month,No,Yes
7590-1738-02455,Male,0,Yes,No,73.13,6121.04,Two year,Yes,No
7590-3279-02456,Male,0,Yes,No,46.63,181.55,Month-to-month,No,No
7590-6112-02457,Male,1,No,Yes,102.62,7099.26,One year,Yes,No
7590-5205-02458,Female,0,Yes,No,116.28,1680.95,Month-to-month,Yes,Yes
7590-6334-02459,Male,1,Yes,Yes,62.19,6189.91,Month-to-month,Yes,Yes
7590-3350-02460,Female,1,No,Yes,87.98,1193.0,One year,Yes,No
7590-9930-02461,Male,0,No,No,46.33,5848.12,One year,Yes,No
7590-6661-02462,Male,0,No,No,28.53,2150.99,Month-to-month,Yes,No
7590-2291-02463,Male,0,No,No,37.06,3404.6,Month-to-month,No,Yes
7590-6700-02464,Female,0,No,No,74.27,6742.35,Month-to-month,Yes,Yes
7590-2749-02465,Male,0,No,No,78.35,2250.11,One year,No,No
7590-1360-02466,Male,0,Yes,No,43.12,460.68,Two year,No,No
7590-1371-02467,Male,0,Yes,No,35.59,2631.4,One year,Yes,No
7590-9756-02468,Female,0,No,Yes,37.65,1401.07,Month-to-month,Yes,No
7590-4119-02469,Female,0,Yes,Yes,58.35,1731.5,Month-to-month,Yes,No
7590-4883-02470,Female,0,Yes,Yes,47.22,1722.85,Two year,No,No
7590-2295-02471,Female,0,Yes,No,80.22,6973.86,Two year,Yes,No
7590-8921-02472,Male,0,Yes,Yes,112.56,5477.34,Two year,Yes,No
7590-6269-02473,Female,0,No,Yes,68.43,3532.08,Month-to-month,Yes,No
7590-7689-02474,Male,0,No,Yes,37.88,7315.6,Month-to-month,No,No
7590-2005-02475,Male,0,No,Yes,21.17,209.16,Two year,Yes,No
7590-3027-02476,Male,0,No,Yes,35.52,291.48,Two year,No,No
7590-6899-02477,Male,0,Yes,No,43.99,6338.4,One year,Yes,No
7590-4172-02478,Male,0,Yes,No,110.82,5080.55,Month-to-month,Yes,No
7590-4748-02479,Female,0,Yes,Yes,106.28,3512.0,Two year,Yes,No
7590-5039-02480,Male,0,No,No,96.9,209.23,Month-to-month,Yes,Yes
7590-1352-02481,Male,0,Yes,No,63.71,5008.68,Two year,No,No
7590-9145-02482,Male,0,No,No,30.17,6516.86,Two year,Yes,No
7590-5094-02483,Male,0,Yes,No,28.7,5645.46,Month-to-month,Yes,No
7590-4527-02484,Female,1,No,No,89.43,5469.99,Two year,No,No
7590-9204-02485,Male,0,No,No,24.54,395.25,Month-to-month,Yes,No
7590-9257-02486,Female,0,No,No,52.27,5785.53,Month-to-month,Yes,No
7590-1076-02487,Male,0,No,No,46.95,1823.08,One year,Yes,No
7590-2422-02488,Male,0,No,No,39.15,188.57,Month-to-month,Yes,No
7590-8536-02489,Female,0,No,No,23.73,2947.42,Month-to-month,No,No
7590-9960-02490,Male,0,No,No,20.13,7924.2,Month-to-month,No,No
7590-3528-02491,Female,0,Yes,No,77.09,2448.96,Month-to-month,No,No
7590-7721-02492,Female,0,Yes,Yes,81.08,3691.33,Month-to-month,Yes,No
7590-7007-02493,Female,0,Yes,Yes,108.03,231.1,One year,No,No
7590-3013-02494,Male,0,Yes,No,74.08,3064.28,One year,No,No
7590-7873-02495,Male,0,Yes,Yes,18.96,6817.08,Month-to-month,No,No
7590-6958-02496,Male,0,Yes,Yes,112.46,269.73,One year,No,No
7590-3435-02497,Male,1,Yes,No,117.07,7728.95,Month-to-month,No,Yes
7590-1993-02498,Male,0,No,No,46.31,6593.12,Month-to-month,No,No
7590-4189-02499,Female,0,Yes,No,91.64,7779.49,Month-to-month,No,No
7590-8044-02500,Male,1,Yes,No,102.45,4464.26,Month-to-month,No,No
7590-7378-02501,Female,0,Yes,Yes,94.82,4531.81,Month-to-month,No,No
7590-5491-02502,Female,0,Yes,No,41.0,1819.95,Month-to-month,Yes,Yes
7590-5295-02503,Male,0,Yes,No,26.04,1989.53,Month-to-month,No,No
7590-9482-02504,Male,0,Yes,No,100.32,1082.61,Month-to-month,Yes,Yes
7590-7370-02505,Male,0,Yes,No,109.2,334.28,Month-to-month,Yes,Yes
7590-9016-02506,Female,0,No,No,66.48,754.14,Month-to-month,Yes,No
7590-9032-02507,Male,0,No,Yes,52.88,1469.62,Month-to-month,No,No
7590-3820-02508,Female,0,Yes,Yes,113.45,1732.23,One year,Yes,No
7590-8598-02509,Female,0,Yes,No,77.51,3927.98,One year,Yes,No
7590-1646-02510,Male,0,No,No,91.43,4310.94,Month-to-month,No,Yes
7590-2783-02511,Male,0,Yes,No,19.46,1964.99,Month-to-month,No,No
7590-6022-02512,Male,0,No,Yes,115.75,5974.84,Month-to-month,No,No
7590-4933-02513,Male,0,No,No,116.85,923.2,Month-to-month,No,No
7590-5430-02514,Female,0,No,Yes,100.6,7057.48,One year,Yes,No
7590-2448-02515,Male,1,Yes,No,51.74,2672.94,Month-to-month,No,Yes
7590-6510-02516,Male,0,Yes,No,64.7,7318.33,Two year,Yes,No
7590-5078-02517,Male,0,No,No,33.31,408.3,One year,Yes,No
7590-3323-02518,Female,0,No,No,83.35,3560.55,Two year,Yes,No
7590-2489-02519,Female,0,Yes,Yes,85.7,6813.11,Month-to-month,Yes,No
7590-7461-02520,Male,0,No,Yes,115.38,5884.11,One year,No,No
7590-4221-02521,Female,0,No,Yes,76.16,5515.93,Month-to-month,No,Yes
7590-3110-02522,Male,0,No,Yes,48.58,878.87,Month-to-month,Yes,Yes
7590-5073-02523,Female,0,No,No,104.01,6695.58,Month-to-month,Yes,Yes
7590-6261-02524,Female,0,No,No,92.81,4148.58,Month-to-month,No,Yes
