account_id,account_age_months,plan_type,monthly_revenue,seats,support_tickets_30d,feature_adoption_score,cancelled
acct_1763,45,Free,199.31,15,6,0.6153096605394717,False
acct_1764,11,Free,402.94,1,1,0.6172964381992488,False
acct_1765,21,Enterprise,221.61,2,2,0.5721026440073408,False
acct_1766,43,Free,315.36,1,2,0.15525733662050945,False
acct_1767,7,Free,234.41,10,2,0.4965209174063695,False
acct_1768,5,Pro,129.37,16,2,0.3948752392409932,False
acct_1769,47,Free,335.14,9,1,0.5632005472874355,False
acct_1770,54,Pro,249.72,16,4,0.7323590001960366,False
acct_1771,19,Pro,344.66,10,0,0.5177265598382679,False
acct_1772,2,Free,46.97,16,2,0.11257972302916319,False
acct_1773,27,Free,120.98,8,3,0.6840159368928118,False
acct_1774,44,Free,103.18,4,5,0.24411502664530016,True
acct_1775,55,Free,433.33,8,1,0.36693382647261874,False
acct_1776,34,Enterprise,250.82,7,2,0.17708761101361192,True
acct_1777,8,Pro,266.73,9,2,0.34464247357181377,True
acct_1778,57,Pro,440.86,14,0,0.21292783246026636,False
acct_1779,19,Pro,464.88,4,1,0.8005102121104698,False
acct_1780,12,Free,441.54,14,2,0.9060586467724595,True
acct_1781,7,Free,348.18,19,1,0.3704852432951512,True
acct_1782,38,Free,56.78,12,0,0.7971134947456106,False
acct_1783,19,Enterprise,226.8,3,0,0.2720164548343844,True
acct_1784,55,Pro,24.35,16,1,0.22698834282972313,False
acct_1785,50,Pro,493.63,10,1,0.19704017055003098,False
acct_1786,38,Free,250.22,16,0,0.17642887078753888,False
acct_1787,4,Pro,434.09,13,3,0.45807859997864797,False
acct_1788,31,Enterprise,415.66,10,2,0.188277375384439,True
acct_1789,11,Enterprise,398.72,17,3,0.06937332875278257,True
acct_1790,37,Free,403.88,6,2,0.6534288778039626,False
acct_1791,30,Enterprise,330.48,2,1,0.42240802649057996,False
acct_1792,48,Free,498.62,8,1,0.7933621082764424,False
acct_1793,26,Free,6.17,5,0,0.6087459388075748,False
acct_1794,8,Pro,279.99,2,3,0.8638960002166117,False
acct_1795,44,Free,461.53,7,5,0.8903736773652693,False
acct_1796,6,Free,455.02,4,1,0.3671493347422683,False
acct_1797,29,Pro,423.7,19,1,0.784191004039953,False
acct_1798,35,Free,301.82,17,3,0.32483070818982096,False
acct_1799,41,Pro,21.67,8,0,0.6418271321429743,False
acct_1800,22,Enterprise,78.73,4,4,0.18181070134989008,False
acct_1801,42,Free,79.58,10,0,0.5472769325457251,False
acct_1802,31,Free,36.62,7,5,0.2825891072786597,False
acct_1803,56,Free,42.38,8,2,0.6676682666302935,False
acct_1804,38,Free,447.08,11,3,0.6109231100106497,False
acct_1805,46,Free,107.03,4,0,0.7712759280904122,False
acct_1806,31,Free,14.5,15,1,0.3494776104338314,False
acct_1807,48,Free,56.39,15,4,0.11958949992692847,False
acct_1808,8,Free,244.9,15,3,0.11736683210801502,True
acct_1809,59,Pro,498.73,15,1,0.3302783642794336,False
acct_1810,9,Free,198.5,1,1,0.6815126659833161,False
acct_1811,42,Free,492.22,11,5,0.8240213415989894,False
acct_1812,52,Free,337.37,12,4,0.4075075179175063,False
acct_1813,28,Pro,158.12,11,2,0.142123188627731,True
acct_1814,12,Free,48.02,1,4,0.861784130868444,False
acct_1815,51,Free,162.45,12,2,0.15339766809016986,False
acct_1816,55,Free,378.3,2,2,0.2044754244682232,False
acct_1817,32,Free,338.64,17,1,0.8113784658435296,False
acct_1818,45,Free,265.56,4,3,0.057184949396237306,False
acct_1819,10,Enterprise,262.66,8,0,0.6697088048183347,False
acct_1820,9,Pro,432.56,10,4,0.4626736553001778,False
acct_1821,17,Free,316.25,16,1,0.14275759132811072,False
acct_1822,19,Free,369.75,16,5,0.9270988593096577,False
acct_1823,52,Free,231.36,12,0,0.31262688671945316,False
acct_1824,10,Free,122.8,6,4,0.043025220991316226,True
acct_1825,4,Pro,219.29,15,3,0.6242789777838248,False
acct_1826,29,Free,301.82,14,1,0.4405526259544539,False
acct_1827,41,Pro,94.45,18,3,0.4190573417532748,False
acct_1828,11,Pro,444.42,14,2,0.0549775499442805,True
acct_1829,21,Free,185.19,7,5,0.018408066493560526,False
acct_1830,20,Pro,324.33,18,3,0.9400997242496646,False
acct_1831,24,Enterprise,58.77,17,1,0.7525665134663192,False
acct_1832,52,Free,9.07,17,1,0.932134683038575,False
acct_1833,20,Free,413.52,5,2,0.9484556614577037,False
acct_1834,12,Pro,313.21,12,2,0.5049621041553713,True
acct_1835,8,Free,232.84,15,0,0.10048302420870148,True
acct_1836,1,Enterprise,140.87,13,1,0.7615332953744837,True
acct_1837,19,Free,104.0,18,4,0.3128080588801069,False
acct_1838,57,Free,406.06,3,0,0.7875757708780993,False
acct_1839,18,Free,115.81,16,1,0.9865536091199819,False
acct_1840,45,Pro,45.04,17,1,0.4393215066087218,False
acct_1841,58,Free,484.78,14,2,0.6157615755765755,False
acct_1842,23,Pro,309.07,3,0,0.25032432665684423,False
acct_1843,1,Enterprise,34.14,19,3,0.33064949771062246,True
acct_1844,49,Enterprise,52.06,9,3,0.5140868020208055,False
acct_1845,51,Pro,122.1,18,3,0.9941331487570427,False
acct_1846,51,Pro,228.38,10,1,0.5447321792195684,False
acct_1847,36,Pro,347.39,9,2,0.22497078914247182,False
acct_1848,40,Pro,81.8,8,1,0.614930910037016,False
acct_1849,25,Free,102.71,8,4,0.9129239656891102,False
acct_1850,34,Free,331.5,11,4,0.24524709390243593,False
acct_1851,14,Pro,75.98,14,3,0.031133566957942116,True
acct_1852,59,Free,421.59,14,1,0.6726566369244208,False
acct_1853,18,Free,360.89,16,1,0.6229783830266749,False
acct_1854,32,Free,336.79,12,4,0.1904332159248624,True
acct_1855,25,Free,169.5,2,0,0.3039475136967935,False
acct_1856,22,Free,34.83,16,1,0.8259692285661394,False
acct_1857,35,Free,44.92,13,3,0.4519787306040445,True
acct_1858,31,Free,157.58,3,0,0.053887890286140605,False
acct_1859,49,Pro,71.3,11,1,0.2880336085552937,False
acct_1860,57,Free,191.17,9,1,0.3359514164494696,False
acct_1861,52,Pro,15.36,10,3,0.5858091880853207,False
acct_1862,3,Enterprise,33.51,16,1,0.20542188532069805,True
acct_1863,11,Free,17.75,2,5,0.9113534218659313,False
acct_1864,45,Free,40.92,13,1,0.9027501970157366,False
acct_1865,44,Pro,91.49,16,0,0.981768622079659,False
acct_1866,52,Pro,399.08,9,2,0.6942597823959574,False
acct_1867,58,Pro,22.03,13,2,0.20603483721511917,False
acct_1868,55,Free,439.19,1,1,0.22637625653157867,False
acct_1869,59,Free,422.93,18,1,0.6731745598370169,False
acct_1870,37,Enterprise,91.38,13,1,0.9877164953658477,False
acct_1871,47,Enterprise,341.29,13,1,0.027001346503421453,False
acct_1872,52,Pro,345.15,5,2,0.9831992846574362,False
acct_1873,59,Enterprise,200.18,16,3,0.3427015833478563,False
acct_1874,24,Pro,209.17,12,2,0.3514729788540867,False
acct_1875,24,Free,64.18,1,2,0.7910786694823072,False
acct_1876,45,Free,76.42,8,0,0.05085702771004674,False
acct_1877,40,Pro,203.19,18,2,0.02684586317411175,False
acct_1878,47,Pro,194.56,8,1,0.5684519154525356,False
acct_1879,47,Free,20.82,12,4,0.5227296575541056,False
acct_1880,16,Pro,35.88,19,2,0.8151868373704124,False
acct_1881,40,Pro,195.5,10,4,0.8084864616792877,False
acct_1882,31,Free,244.78,8,4,0.7770821348223664,True
acct_1883,17,Enterprise,367.81,14,3,0.8789170040441839,False
acct_1884,20,Enterprise,110.49,4,1,0.6098261601006316,False
acct_1885,10,Free,70.95,11,1,0.7017995947040533,False
acct_1886,43,Free,75.01,11,1,0.5608507052056428,False
acct_1887,29,Pro,394.74,4,0,0.16237626849933384,False
acct_1888,24,Free,277.23,11,1,0.5855782383403555,False
acct_1889,38,Pro,479.37,16,0,0.40322473180342866,False
acct_1890,40,Free,413.79,4,2,0.18521564749619235,False
acct_1891,30,Enterprise,303.36,17,1,0.813795124904229,False
acct_1892,47,Free,41.29,15,3,0.6820280333336181,False
acct_1893,53,Free,207.37,10,3,0.9737572311453809,False
acct_1894,24,Free,212.85,19,4,0.8406033771214705,False
acct_1895,36,Enterprise,249.67,13,2,0.9219122671776961,False
acct_1896,2,Pro,81.28,15,2,0.9044789194802523,False
acct_1897,58,Pro,244.46,9,0,0.3470041917757358,False
acct_1898,55,Pro,475.37,1,1,0.2235050655177675,False
acct_1899,44,Free,250.63,10,1,0.46327857983748766,False
acct_1900,16,Enterprise,441.8,17,3,0.6409195424430755,False
acct_1901,39,Free,392.73,8,4,0.5579794186153721,False
acct_1902,41,Pro,160.13,5,2,0.6330486648955947,False
acct_1903,26,Enterprise,15.18,10,0,0.7216038652219394,False
acct_1904,5,Pro,354.73,12,2,0.5322850335419932,False
acct_1905,8,Pro,38.39,1,1,0.34032987318439245,True
acct_1906,59,Free,125.72,15,3,0.6301648422075563,False
acct_1907,38,Free,33.66,10,1,0.9208301659482367,False
acct_1908,24,Pro,262.85,6,2,0.1447414295597116,True
acct_1909,30,Free,490.25,8,3,0.8815048398061296,False
acct_1910,43,Pro,330.9,2,3,0.674353899044004,False
acct_1911,1,Pro,388.53,4,3,0.8324845894822751,True
acct_1912,43,Enterprise,275.68,4,3,0.4563413942159801,False
acct_1913,10,Pro,270.56,19,3,0.11083316041985702,True
acct_1914,52,Free,177.9,11,4,0.3453203444202606,False
acct_1915,46,Pro,446.96,10,0,0.6663539224356345,False
acct_1916,46,Free,35.99,2,2,0.7221911957728807,False
acct_1917,34,Free,403.74,17,1,0.9379450198818483,False
acct_1918,19,Pro,306.2,2,1,0.28961388394294196,False
acct_1919,48,Free,344.43,16,2,0.4324069657344317,False
acct_1920,38,Free,369.02,14,3,0.7711101023620657,False
acct_1921,37,Free,381.39,14,3,0.03687702663068759,False
acct_1922,29,Free,283.35,12,5,0.848102942768572,False
acct_1923,54,Pro,440.0,11,2,0.207327568927119,False
acct_1924,1,Free,449.52,14,4,0.2603866197066047,True
acct_1925,44,Free,343.7,6,2,0.3004727969969415,False
acct_1926,13,Pro,161.18,18,3,0.7305851193092319,True
acct_1927,27,Pro,497.95,6,2,0.819753328901523,False
acct_1928,17,Free,244.12,12,3,0.932519359876432,False
acct_1929,19,Free,123.45,19,4,0.5086779620007791,False
acct_1930,42,Free,85.49,17,6,0.6460203374443686,False
acct_1931,11,Free,451.48,8,1,0.23181763129367916,True
acct_1932,25,Free,466.77,19,4,0.8583667016647926,False
acct_1933,8,Pro,369.48,10,1,0.27769713239060445,True
acct_1934,16,Pro,411.16,2,3,0.1229852573299055,True
acct_1935,3,Free,182.52,5,3,0.2701023210535025,True
acct_1936,43,Pro,104.22,10,0,0.7365564476689089,False
acct_1937,34,Pro,184.05,12,5,0.28785142620338455,False
acct_1938,8,Pro,317.3,13,0,0.15203749337256767,True
acct_1939,40,Free,312.35,11,1,0.11199209233831675,False
acct_1940,7,Free,317.2,11,3,0.1725096019184421,True
acct_1941,14,Free,65.85,7,2,0.4802882857802384,False
acct_1942,48,Enterprise,445.22,6,1,0.6986703809778709,False
acct_1943,31,Free,443.62,4,0,0.7369171512151709,False
acct_1944,9,Enterprise,49.77,5,4,0.15120922395144287,True
acct_1945,10,Pro,334.02,3,0,0.011878528222950102,False
acct_1946,32,Pro,414.59,9,3,0.9721611982769572,False
acct_1947,54,Enterprise,267.32,19,1,0.6665414654224155,False
acct_1948,53,Free,2.56,4,1,0.6303287332713355,False
acct_1949,30,Pro,161.9,1,3,0.9364770200009582,False
acct_1950,20,Pro,359.15,2,3,0.963242857157011,False
acct_1951,34,Pro,109.2,10,3,0.008733031289917537,False
acct_1952,16,Pro,306.89,18,3,0.7826286530238299,False
acct_1953,47,Free,345.33,16,1,0.46498930003134065,False
acct_1954,37,Free,291.61,13,4,0.5103685917971287,False
acct_1955,35,Pro,28.42,12,5,0.2899384571241257,True
acct_1956,16,Free,42.69,8,0,0.77356618937632,False
acct_1957,57,Free,224.24,19,3,0.7735780012219948,False
acct_1958,47,Free,38.13,10,2,0.1250514491505631,False
acct_1959,32,Free,493.1,7,2,0.9277789405839577,False
acct_1960,13,Pro,264.36,18,0,0.6672354534441125,False
acct_1961,44,Pro,128.24,4,2,0.7219909441210209,False
acct_1962,28,Enterprise,490.7,6,1,0.26851364592801186,False
acct_1963,27,Free,439.54,4,0,0.7875878841290604,False
acct_1964,41,Pro,408.85,4,1,0.6093902525798445,False
acct_1965,16,Free,454.05,11,0,0.8312476031064244,False
acct_1966,27,Free,370.15,7,3,0.7376520605628251,False
acct_1967,3,Free,7.93,5,1,0.029187340106378246,False
acct_1968,3,Enterprise,190.16,16,5,0.3864266664073229,True
acct_1969,58,Free,334.11,2,1,0.6068706064770167,False
acct_1970,15,Pro,279.08,5,4,0.7003290745465812,False
acct_1971,4,Pro,445.37,8,3,0.7955088891787058,False
acct_1972,56,Pro,418.25,8,3,0.22635275195002347,False
acct_1973,47,Pro,187.57,13,2,0.1688055793456722,False
acct_1974,29,Free,46.4,9,1,0.17522294192389865,False
acct_1975,28,Pro,421.25,1,2,0.0034913063987852544,False
acct_1976,42,Free,271.4,12,2,0.6631383478304768,False
acct_1977,28,Free,451.16,13,3,0.6020483363500579,False
acct_1978,22,Pro,73.94,17,2,0.5618970743718683,False
acct_1979,53,Free,384.0,15,0,0.30495121228538646,False
acct_1980,5,Free,146.1,19,1,0.38648476199078097,False
acct_1981,40,Free,205.89,19,1,0.13965693151906988,False
acct_1982,2,Free,231.12,12,1,0.7487849451278331,False
acct_1983,10,Pro,342.33,13,1,0.06747831979271579,True
acct_1984,23,Free,39.8,17,3,0.38916472916253864,False
acct_1985,22,Enterprise,129.25,2,1,0.3586538962605472,False
acct_1986,45,Free,432.05,2,3,0.0327502797317496,False
acct_1987,18,Free,108.34,10,3,0.9898854453627676,False
acct_1988,41,Free,389.17,19,5,0.861885600031887,False
acct_1989,38,Free,208.54,2,1,0.03524402800890947,True
acct_1990,19,Free,170.97,16,1,0.16706791758360418,False
acct_1991,23,Free,236.76,13,2,0.4198706612403096,False
acct_1992,53,Free,225.72,12,2,0.1605827165733439,False
acct_1993,52,Free,498.09,10,3,0.1776195091001913,False
acct_1994,13,Enterprise,256.08,11,1,0.4118990340935722,False
acct_1995,51,Enterprise,120.14,4,3,0.7559755348985983,False
acct_1996,2,Free,62.0,15,2,0.6251564673955903,False
acct_1997,19,Free,433.54,10,0,0.1401243242997029,True
acct_1998,43,Pro,305.7,15,2,0.5585076230122693,False
acct_1999,38,Free,390.47,2,2,0.10311441552342837,False
acct_2000,36,Enterprise,120.15,15,4,0.3387038743902222,False
acct_2001,9,Free,4.33,16,2,0.16316062926175368,True
acct_2002,30,Pro,275.97,6,1,0.42066814333212876,False
acct_2003,47,Free,496.84,19,2,0.791630979778691,False
acct_2004,32,Pro,49.96,11,0,0.130979002822864,False
acct_2005,4,Pro,99.6,14,0,0.13541257475690838,False
acct_2006,8,Free,386.66,3,3,0.17847911605137123,True
acct_2007,24,Pro,37.75,11,4,0.3746033238324653,False
acct_2008,24,Enterprise,489.08,8,1,0.44911557563222493,False
acct_2009,14,Pro,145.91,6,0,0.5665846482499813,True
acct_2010,36,Enterprise,458.3,14,1,0.5781512937476847,False
acct_2011,22,Free,227.77,18,3,0.6529259571183228,False
acct_2012,50,Pro,59.22,5,4,0.9997556933902491,False
acct_2013,55,Free,117.98,14,2,0.5996411129073962,False
acct_2014,16,Pro,327.86,9,2,0.28106593685647374,False
acct_2015,2,Enterprise,445.91,9,1,0.9271452648235009,False
acct_2016,56,Free,52.94,16,0,0.9450182501696417,False
acct_2017,14,Free,466.37,3,0,0.183242869400997,True
acct_2018,33,Enterprise,366.51,12,2,0.5815156592541971,False
acct_2019,8,Free,480.46,3,1,0.9360972012038833,False
acct_2020,6,Free,61.04,15,1,0.29998731014001323,True
acct_2021,10,Pro,147.89,12,0,0.6567436472954161,False
acct_2022,11,Free,20.28,1,1,0.8470328233675489,False
acct_2023,33,Free,163.01,15,4,0.5028322090139241,False
acct_2024,1,Free,370.21,9,2,0.8749290607051251,False
acct_2025,14,Pro,8.59,7,2,0.7253334131993262,False
acct_2026,18,Enterprise,439.21,13,3,0.48221411027827654,True
acct_2027,55,Free,26.06,2,0,0.26264087029684413,False
acct_2028,51,Pro,380.34,14,2,0.48628948238677816,False
acct_2029,29,Free,127.32,6,3,0.5815621406526281,False
acct_2030,46,Free,256.59,19,2,0.6678174840519218,False
acct_2031,3,Pro,229.02,15,1,0.9735447513003381,False
acct_2032,1,Free,371.59,11,2,0.9446317854476768,False
acct_2033,20,Free,380.12,5,0,0.15248379645224686,False
acct_2034,17,Free,289.53,8,3,0.7026729637780522,False
acct_2035,49,Pro,378.9,19,3,0.8616712859487323,False
acct_2036,53,Pro,128.63,12,4,0.9200187043314388,False
acct_2037,48,Pro,127.67,16,4,0.2130640813093474,True
acct_2038,11,Free,280.77,18,3,0.561847333770238,False
acct_2039,50,Pro,323.23,9,1,0.7680105578119409,False
acct_2040,15,Pro,183.84,4,0,0.5639276524505193,False
acct_2041,20,Free,433.41,8,2,0.3055960839339976,False
acct_2042,18,Free,32.09,14,1,0.22441719028652918,True
acct_2043,59,Pro,45.43,9,3,0.2516646213753404,False
acct_2044,11,Pro,306.77,3,3,0.8349561161127551,False
acct_2045,38,Free,430.3,2,3,0.3287653496829861,False
acct_2046,7,Pro,255.36,8,3,0.20611491821865158,False
acct_2047,58,Pro,234.75,18,1,0.186362902898913,False
acct_2048,9,Free,32.06,10,1,0.24119249432484946,False
acct_2049,43,Pro,472.71,7,2,0.5237542920739314,False
acct_2050,47,Free,188.61,9,5,0.7654286841110947,False
acct_2051,23,Free,141.95,7,1,0.7771588570558199,False
acct_2052,12,Free,403.32,10,4,0.010233902840895426,True
acct_2053,52,Free,256.45,1,0,0.9222171069235919,False
acct_2054,9,Free,441.68,13,2,0.29579364006448516,False
acct_2055,54,Free,203.05,6,1,0.035854055050471234,True
acct_2056,6,Pro,290.31,7,3,0.09801282689523438,True
acct_2057,20,Free,415.49,18,1,0.44607995709486914,True
acct_2058,35,Enterprise,177.63,14,2,0.954270445648206,False
acct_2059,55,Free,210.9,3,4,0.9103350331974371,False
acct_2060,45,Pro,358.9,10,4,0.726015501911907,False
acct_2061,23,Pro,120.71,18,1,0.051745826922370175,False
acct_2062,43,Free,222.44,17,2,0.23593126057325176,False
acct_2063,24,Free,362.35,15,2,0.09271213733623174,False
acct_2064,5,Pro,69.55,9,4,0.3184240200090138,True
acct_2065,15,Free,95.41,8,2,0.22287739761835712,False
acct_2066,24,Free,271.59,5,2,0.17356372752584714,False
acct_2067,1,Pro,290.32,3,0,0.9552796073515878,True
acct_2068,45,Pro,355.69,17,0,0.7942506875009393,False
acct_2069,8,Free,13.49,12,2,0.22585790192343314,True
acct_2070,50,Pro,482.84,6,2,0.16320664502803628,False
acct_2071,32,Free,303.38,4,3,0.37255181580193697,True
acct_2072,46,Enterprise,387.4,3,2,0.7160941938214638,False
acct_2073,30,Free,470.31,11,3,0.7406765339357383,False
acct_2074,26,Free,445.31,4,3,0.7395718930416839,False
acct_2075,30,Free,255.65,9,5,0.5552751834678643,False
acct_2076,5,Pro,272.47,9,1,0.3299051852933017,False
acct_2077,27,Pro,411.7,11,1,0.5996732296687696,False
acct_2078,6,Pro,223.57,12,3,0.20132901036278839,False
acct_2079,40,Free,378.9,7,4,0.6616639124392504,True
acct_2080,38,Pro,61.31,18,4,0.7584128565801236,False
acct_2081,2,Free,88.71,19,3,0.8994622248938536,False
acct_2082,27,Pro,339.36,19,5,0.6987071878591775,True
acct_2083,8,Free,8.46,9,2,0.22454228415874855,True
acct_2084,38,Pro,164.11,1,2,0.8781488260118017,False
acct_2085,13,Pro,143.02,14,3,0.8547382169080046,False
acct_2086,37,Free,159.94,13,2,0.5904367647826716,False
acct_2087,35,Free,54.75,14,2,0.21809401434557374,False
acct_2088,9,Pro,383.37,14,1,0.2762562719208753,True
acct_2089,55,Pro,86.7,2,1,0.6821079467519187,False
acct_2090,27,Free,402.33,15,1,0.0950163965042653,True
acct_2091,30,Pro,246.37,16,4,0.07224748242820511,True
acct_2092,39,Free,205.1,9,0,0.58066894187437,False
acct_2093,51,Pro,239.86,10,3,0.7722277135645274,False
acct_2094,22,Pro,476.14,3,3,0.9313537597577525,True
acct_2095,42,Pro,127.42,1,3,0.76722471334877,False
acct_2096,28,Pro,298.76,10,2,0.9798204317160872,False
acct_2097,42,Free,166.63,2,0,0.37402294813326475,False
acct_2098,14,Free,249.25,8,1,0.9769128531900376,False
acct_2099,53,Pro,235.09,9,3,0.6505874175801427,False
acct_2100,22,Pro,35.56,16,4,0.6639949262252719,False
acct_2101,44,Free,354.23,13,2,0.36348337321239366,True
acct_2102,58,Free,197.09,3,2,0.26142930112857254,False
acct_2103,56,Free,331.86,12,3,0.07179388500847794,False
acct_2104,26,Free,121.26,15,4,0.7540922422513083,False
acct_2105,51,Free,40.66,11,3,0.47669221054571376,False
acct_2106,23,Enterprise,134.26,6,3,0.4552921398320843,True
acct_2107,28,Pro,130.98,17,1,0.8321891867514364,False
acct_2108,57,Enterprise,182.91,13,0,0.5755735390746888,False
acct_2109,25,Pro,267.17,7,1,0.8180865388581418,False
acct_2110,45,Free,275.75,15,1,0.03237652343794606,False
acct_2111,39,Enterprise,200.02,17,4,0.2385638651178501,False
acct_2112,35,Free,44.46,13,2,0.7195832063139987,False
acct_2113,37,Free,427.79,3,2,0.9531770105598565,False
acct_2114,17,Free,487.23,15,0,0.7447081335339854,False
acct_2115,42,Free,394.47,16,1,0.2583505445707178,False
acct_2116,15,Pro,356.01,3,1,0.4918091656869604,False
acct_2117,55,Pro,86.47,9,3,0.39497003453721646,False
acct_2118,18,Free,181.79,18,2,0.28917111376147286,False
acct_2119,19,Free,287.0,3,4,0.42830559474638985,True
acct_2120,45,Pro,313.21,19,2,0.6629978826093431,False
acct_2121,17,Free,307.79,7,2,0.13370542660686946,True
acct_2122,12,Pro,385.67,2,4,0.7123908210635591,False
acct_2123,57,Pro,48.59,7,4,0.08728725201388754,False
acct_2124,19,Free,296.49,14,3,0.8312844364789084,False
acct_2125,17,Enterprise,432.66,13,1,0.5350372584054441,False
acct_2126,34,Free,417.87,10,1,0.23870557103195178,False
acct_2127,27,Free,473.61,12,2,0.5683567293378723,False
acct_2128,9,Free,190.41,11,1,0.8970138216105081,False
acct_2129,12,Pro,456.92,10,2,0.8569632362380281,False
acct_2130,52,Pro,132.53,19,4,0.7326498193850188,False
acct_2131,17,Free,115.64,11,2,0.16113148525245935,True
acct_2132,18,Pro,469.55,12,3,0.8573067586225611,False
acct_2133,9,Free,184.83,6,4,0.269559751454145,True
acct_2134,51,Pro,109.2,17,0,0.3805844489056939,False
acct_2135,4,Enterprise,419.97,3,4,0.5389845043269282,True
acct_2136,23,Free,46.83,2,3,0.36685060934905056,False
acct_2137,7,Pro,79.09,4,2,0.3386413053501197,True
acct_2138,51,Free,395.66,5,2,0.21240955136667228,False
acct_2139,10,Pro,297.99,13,2,0.9985857703599837,False
acct_2140,11,Free,43.9,3,3,0.997841505128484,False
acct_2141,34,Enterprise,43.58,7,3,0.15494526123457852,False
acct_2142,5,Free,173.0,19,0,0.40637780048183514,True
acct_2143,56,Pro,72.63,15,1,0.26933381591193617,False
acct_2144,1,Pro,368.84,2,3,0.777478823513599,False
acct_2145,48,Free,448.63,3,1,0.017669239289829775,False
acct_2146,1,Enterprise,189.79,6,1,0.11184136116278143,True
acct_2147,40,Pro,74.08,1,2,0.686319812060618,False
acct_2148,58,Free,363.35,9,2,0.8628749813382937,False
acct_2149,36,Pro,360.27,10,1,0.6222540351313961,False
acct_2150,49,Pro,173.86,12,1,0.20139003415631818,False
acct_2151,57,Pro,51.48,10,1,0.8710299968015747,False
acct_2152,20,Free,30.79,13,3,0.6506466198295162,False
acct_2153,22,Free,250.45,19,5,0.7089308290897756,False
acct_2154,52,Free,423.72,14,2,0.7559170731179141,False
acct_2155,10,Free,368.32,15,0,0.39244873851824524,True
acct_2156,50,Pro,275.03,5,4,0.25446622444581724,False
acct_2157,15,Pro,90.94,9,1,0.1607356686103153,True
acct_2158,23,Free,216.02,1,2,0.10165375677406019,True
acct_2159,48,Free,435.18,14,1,0.3816802717215577,False
acct_2160,6,Free,275.06,17,3,0.43940759574060406,False
acct_2161,49,Free,278.23,11,1,0.9855599073147545,False
acct_2162,13,Free,0.98,4,3,0.5129078354067858,False
acct_2163,6,Pro,392.04,19,3,0.7732438782122377,False
acct_2164,5,Free,486.33,18,1,0.7728085495758992,False
acct_2165,58,Free,6.21,10,1,0.3413664689550102,False
acct_2166,39,Pro,455.47,19,1,0.42648113838496227,False
acct_2167,39,Free,18.1,15,1,0.6702157729966469,False
acct_2168,20,Free,495.99,15,1,0.42735514473613934,True
acct_2169,16,Free,457.56,1,4,0.17587528189289559,True
acct_2170,7,Free,277.53,16,0,0.6638125432296075,False
acct_2171,26,Free,498.15,16,2,0.6667491876069594,False
acct_2172,58,Free,131.43,17,4,0.3022584040748608,False
acct_2173,16,Pro,10.88,17,2,0.08553861215858405,True
acct_2174,54,Free,19.24,11,3,0.6647071124899218,False
acct_2175,16,Free,144.28,14,0,0.22125652192941248,False
acct_2176,20,Free,200.81,5,1,0.03658792674008138,True
acct_2177,36,Pro,381.34,3,2,0.5175780484865186,False
acct_2178,16,Pro,104.7,14,2,0.5291953806955139,True
acct_2179,6,Free,70.77,12,0,0.6930732739844918,True
acct_2180,7,Free,485.98,12,2,0.9073487727691556,False
acct_2181,30,Free,234.15,10,3,0.23736399191590973,False
acct_2182,22,Free,104.18,8,2,0.01872750963693759,True
acct_2183,47,Pro,291.86,18,2,0.06419241418125243,False
acct_2184,26,Pro,333.63,13,1,0.6296611665365685,False
acct_2185,42,Pro,213.85,9,2,0.4560251835057417,False
acct_2186,12,Pro,186.49,2,0,0.6476324199065447,False
acct_2187,51,Free,98.15,11,2,0.1626553880828312,False
acct_2188,15,Free,174.4,18,3,0.9744540593413185,False
acct_2189,23,Pro,226.6,5,2,0.16072999526279064,False
acct_2190,46,Free,381.4,5,2,0.5577400447670343,False
acct_2191,40,Free,258.91,2,1,0.2596513322995604,False
acct_2192,51,Free,231.08,7,2,0.5313244332362683,False
acct_2193,1,Pro,192.1,13,1,0.4760085641283399,True
acct_2194,38,Pro,431.58,4,0,0.9668904828713829,False
acct_2195,55,Enterprise,491.06,6,0,0.866374387900322,False
acct_2196,39,Free,283.52,19,2,0.7400280919413892,False
acct_2197,8,Pro,43.06,5,4,0.9583598627883385,False
acct_2198,32,Pro,331.27,4,1,0.4165647500378953,False
acct_2199,47,Free,369.79,15,0,0.04761199769514268,False
acct_2200,29,Pro,217.69,2,2,0.9564169793753403,False
acct_2201,8,Pro,205.66,8,0,0.7109183796434086,False
acct_2202,10,Enterprise,157.15,6,2,0.5184109271792696,True
acct_2203,3,Pro,151.41,5,2,0.7495807624539665,False
acct_2204,42,Enterprise,220.49,15,4,0.3336667931975261,True
acct_2205,24,Free,171.48,3,5,0.705543131916777,False
acct_2206,15,Free,205.38,3,0,0.4851605009598102,True
acct_2207,51,Free,279.44,17,2,0.9035116568765555,False
acct_2208,19,Pro,425.42,17,2,0.32678863495101684,False
acct_2209,55,Free,90.92,15,2,0.7865437771711637,False
acct_2210,55,Pro,427.59,2,2,0.8794779176361991,False
acct_2211,34,Enterprise,161.43,10,3,0.7086097309184587,False
acct_2212,33,Free,192.0,1,0,0.19527772703199286,True
acct_2213,9,Pro,363.35,17,0,0.9004622326337889,False
acct_2214,10,Pro,399.04,18,3,0.433954225472434,True
acct_2215,32,Free,456.44,9,3,0.746799320484664,False
acct_2216,37,Pro,365.14,4,5,0.9339111682504438,False
acct_2217,43,Pro,498.45,19,3,0.5191469272994759,False
